ballotid,st,state,stateno,state_fips,state_icpsr,year,ballotname,ballotdescrip,type,electiontype,passed,pctyesvotes,unknownstatus,unofficialvotetotal,topicarea,abort,agricult,animalrights_huntfish,arts_cult,banking_finance,bond_meas,budgets,bus_commerce,civil_conlaw,criminal,drug,econdev,ed_higher,ed_prek12,elections,elections_initiative,energy_electric,environ,ethics_lobby_camfin,fedgov,gambling_lottery,health,humanservices,insurance,judiciary,juvenile_justice,labor_employ,landuse_proprights,legislatures,localgov,military_vet,natresourc,redistricting,stategov,tribalrelat,tax_rev,telecom_it,termlimits,transportation,cumulbystate,totalbystate
OR5,OR,Oregon,37,41,72,1906 ,Measure 4,Law to Abolish Tolls on the Mount Hood and Barlow Road and Providing for Its Ownership by the State, Initiative , General,0,41.5,0,0, Business & Commerce | State Government | Transportation ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,859
OR6,OR,Oregon,37,41,72,1906 ,Measure 3,Amendment to Local Option Law Giving Anti-Prohibitionists and Prohibitionists Equal Privileges, Initiative , General,0,43.90000153,0,0, Business & Commerce | Civil & Constitutional Law | Drug/Alcohol/Tobacco Policy ,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,859
OR7,OR,Oregon,37,41,72,1906 ,Measure 2,Equal Suffrage Constitutional Amendment, Initiative , General,0,43.90000153,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,859
OR8,OR,Oregon,37,41,72,1906 ,Measure 1,Funding for Schools and Prisons, Popular Referendum , General,1,62.09999847,0,0, Budgets | Criminal Justice | Education: Higher Ed | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,859
OR9,OR,Oregon,37,41,72,1906 ,Measure 5,Amending the Constitution, Initiative , General,1,71.80000305,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,859
OR10,OR,Oregon,37,41,72,1906 ,Measure 6,Constitutional Amendment Giving Cities and Towns Exclusive Power to Enact and Amend their Charters, Initiative , General,1,72.59999847,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,859
OR11,OR,Oregon,37,41,72,1906 ,Measure 8,"Constitutional Amendment for the Initiative and Referendum on Local, Special, and Municipal Laws and Parts of laws", Initiative , General,1,74,0,0, Elections-Initiative Process ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,859
OR12,OR,Oregon,37,41,72,1906 ,Measure 9,Bill for a Law Prohibiting Free Passes and Discrimination by Railroad Companies and Other Public Service Corporations, Initiative , General,1,77.30000305,0,0, Civil & Constitutional Law | Transportation ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,859
OR13,OR,Oregon,37,41,72,1906 ,Measure 7,"Constitutional Amendment to Allow the State Printing, Binding, and Printers' Compensation to be Regulated by Law at Any Time", Initiative , General,1,86.90000153,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,859
OR14,OR,Oregon,37,41,72,1906 ,Measure 10,Annual License for Certain Companies, Initiative , General,1,91.5,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,859
OR15,OR,Oregon,37,41,72,1906 ,Measure 11,Annual License for Certain Companies, Initiative , General,1,91.80000305,0,0, Business & Commerce ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,859
OR16,OR,Oregon,37,41,72,1908 ,Measure 1,To Increase Compensation of Legislators from $120 to $400 Per Session, Legislative Referendum , General,0,22.20000076,0,0, Labor & Employment | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,859
OR17,OR,Oregon,37,41,72,1908 ,Measure 6,Requiring Railroads to Give Public Officials Free Passes, Popular Referendum , General,0,32.70000076,0,0, Local Government | State Government | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,17,859
OR18,OR,Oregon,37,41,72,1908 ,Measure 12,Modified Form of Single Tax Amendment, Initiative , General,0,34.5,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,859
OR19,OR,Oregon,37,41,72,1908 ,Measure 3,Reorganization System of Courts and Increasing the Number of Supreme Judges from Three to Five, Legislative Referendum , General,0,37.40000153,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,859
OR20,OR,Oregon,37,41,72,1908 ,Measure 7,"Appropriating $100,000 for Building Armories", Popular Referendum , General,0,37.90000153,0,0, Budgets ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,859
OR21,OR,Oregon,37,41,72,1908 ,Measure 9,Equal Suffrage, Initiative , General,0,38.59999847,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,859
OR22,OR,Oregon,37,41,72,1908 ,Measure 11,"Giving Cities Control of Liquor Selling, Poolrooms, Theaters, etc., Subject to Local Option Law", Initiative , General,0,43,0,0, Business & Commerce | Drug/Alcohol/Tobacco Policy | Local Government ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,859
OR23,OR,Oregon,37,41,72,1908 ,Measure 2,Permitting Location of State Institutions at Places Other than the State Capitol, Legislative Referendum , General,1,50.70000076,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,859
OR24,OR,Oregon,37,41,72,1908 ,Measure 8,"Increasing Annual Appropriation for University of Oregon from $47,500 to $125,000", Popular Referendum , General,1,52.09999847,0,0, Budgets | Education: Higher Ed ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,859
OR25,OR,Oregon,37,41,72,1908 ,Measure 10,Fishery Law Proposed by Fishwheel Operators, Initiative , General,1,53.40000153,0,0, Agriculture | Animal Rights/Hunting & Fishing | Business & Commerce ,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,859
OR26,OR,Oregon,37,41,72,1908 ,Measure 15,Authorizing Proportional Representation Law, Initiative , General,1,58.90000153,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,859
OR27,OR,Oregon,37,41,72,1908 ,Measure 19,Creating Hood River County, Initiative , General,1,62.09999847,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,859
OR28,OR,Oregon,37,41,72,1908 ,Measure 16,Corrupt Practices Act Governing Elections, Initiative , General,1,63.29999924,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,859
OR29,OR,Oregon,37,41,72,1908 ,Measure 18,Requiring Indictment To Be By Grand Jury, Initiative , General,1,64.69999695,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,859
OR30,OR,Oregon,37,41,72,1908 ,Measure 17,Fishery Law Proposed by Gillnet Operators, Initiative , General,1,65,0,0, Business & Commerce | Natural Resources ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,859
OR31,OR,Oregon,37,41,72,1908 ,Measure 13,Recall Power on Public Officials, Initiative , General,1,65.30000305,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,859
OR32,OR,Oregon,37,41,72,1908 ,Measure 5,Giving Sheriffs Control of County Prisoners, Popular Referendum , General,1,66.80000305,0,0, Criminal Justice | Local Government ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,859
OR33,OR,Oregon,37,41,72,1908 ,Measure 14,Instructing Legislature to Vote for People Choice for United States Senator, Initiative , General,1,76.69999695,0,0, Elections | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,859
OR34,OR,Oregon,37,41,72,1908 ,Measure 4,Changing Date of General Elections from June to November, Legislative Referendum , General,1,78,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,859
OR35,OR,Oregon,37,41,72,1910 ,Measure 8,"Requiring Baker County to Pay $1,000 a Year to Circuit Judge in Addition to His State Salary", Popular Referendum , General,0,15.5,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,859
OR36,OR,Oregon,37,41,72,1910 ,Measure 20,To Annex Part of Washington County to Multnomah, Initiative , General,0,17.10000038,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,859
OR37,OR,Oregon,37,41,72,1910 ,Measure 13,Creating Williams County From Parts of Lane and Douglas, Initiative , General,0,18.5,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,859
OR38,OR,Oregon,37,41,72,1910 ,Measure 12,Annexing Part of Clackamas County to Multnomah, Initiative , General,0,19.10000038,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,859
OR39,OR,Oregon,37,41,72,1910 ,Measure 17,Creating Orchard County From Part of Umatilla, Initiative , General,0,20,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,859
OR40,OR,Oregon,37,41,72,1910 ,Measure 18,Creating Clark County From Part of Grant, Initiative , General,0,20.20000076,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,859
OR41,OR,Oregon,37,41,72,1910 ,Measure 11,"Creating Otis County From Parts of Harney, Malheur and Grant", Initiative , General,0,21.89999962,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,859
OR42,OR,Oregon,37,41,72,1910 ,Measure 26,Creating Deschutes County Out of Part of Crook, Initiative , General,0,22.5,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,859
OR43,OR,Oregon,37,41,72,1910 ,Measure 9,Creating Nesmith County From Parts of Lane and Douglas, Initiative , General,0,27.29999924,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,859
OR44,OR,Oregon,37,41,72,1910 ,Measure 3,Calling Convention to Revise State Constitution, Legislative Referendum , General,0,27.79999924,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,859
OR45,OR,Oregon,37,41,72,1910 ,Measure 4,Providing Separate Districts for Election of Each State Senator and Representative, Legislative Referendum , General,0,30.70000076,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,859
OR46,OR,Oregon,37,41,72,1910 ,Measure 30,"Creating Board of People's Inspectors of Government, Providing for Reports of Board in Official State Gazette to be Mailed to All Registered Voters Bi-monthly", Initiative , General,0,36.29999924,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,859
OR47,OR,Oregon,37,41,72,1910 ,Measure 1,Permitting Female Taxpayers to Vote, Initiative , General,0,37.40000153,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,859
OR48,OR,Oregon,37,41,72,1910 ,Measure 24,Creating Board to Draft Employers' Liability Law for Submission to Legislature, Initiative , General,0,38.40000153,0,0, Labor & Employment | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,48,859
OR49,OR,Oregon,37,41,72,1910 ,Measure 23,"Prohibiting the Sale of Liquors and Regulating Shipments of Same, and Providing for Search for Liquor", Initiative , General,0,40.20000076,0,0, Business & Commerce | Drug/Alcohol/Tobacco Policy ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,859
OR50,OR,Oregon,37,41,72,1910 ,Measure 6,Permitting Organized Districts to Vote Bonds for Construction of Railroads by Such Districts, Legislative Referendum , General,0,41.59999847,0,0, Bond Measures | Local Government | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,859
OR51,OR,Oregon,37,41,72,1910 ,Measure 22,Prohibiting Liquor Traffic, Initiative , General,0,41.59999847,0,0, Business & Commerce | Drug/Alcohol/Tobacco Policy ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,859
OR52,OR,Oregon,37,41,72,1910 ,Measure 7,Authorizing Collection of State and County Taxes on Separate Classes of Property, Legislative Referendum , General,0,43.09999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,859
OR53,OR,Oregon,37,41,72,1910 ,Measure 21,To Establish State Normal School at Ashland, Initiative , General,0,44.20000076,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,859
OR54,OR,Oregon,37,41,72,1910 ,Measure 31,Legislature and Initiative Process, Initiative , General,0,45.5,0,0, Elections-Initiative Process | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,859
OR55,OR,Oregon,37,41,72,1910 ,Measure 27,Bill for General Law Under Which New Counties May Be Created or Boundaries Changed, Initiative , General,0,46.70000076,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,859
OR56,OR,Oregon,37,41,72,1910 ,Measure 19,To Establish State Normal School at Weston, Initiative , General,0,47,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,859
OR57,OR,Oregon,37,41,72,1910 ,Measure 5,Repealing Requirements That All Taxes Shall Be Equal and Uniform, Legislative Referendum , General,0,48.40000153,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,859
OR58,OR,Oregon,37,41,72,1910 ,Measure 29,"Permitting Voters in Direct Primaries to Express Choice for President and Vice President, to Select Delegates to National Convention and Nominate Candidates for Presidential Electors", Initiative , General,1,51,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,859
OR59,OR,Oregon,37,41,72,1910 ,Measure 14,Permitting People of Each County to Regulate Taxation for County Purposes and Abolishing Poll Taxes, Initiative , General,1,51.09999847,0,0, Civil & Constitutional Law | Elections | Local Government | Tax & Revenue ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59,859
OR60,OR,Oregon,37,41,72,1910 ,Measure 15,Giving Cities and Towns Exclusive Power to Regulate Liquor Traffic Within Their Limits, Initiative , General,1,51.20000076,0,0, Business & Commerce | Local Government ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,859
OR61,OR,Oregon,37,41,72,1910 ,Measure 32,Permitting Three-Fourths Verdict in Civil Cases, Initiative , General,1,53.09999847,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,859
OR62,OR,Oregon,37,41,72,1910 ,Measure 2,Establishing Branch Insane Asylum in Eastern Oregon, Legislative Referendum , General,1,54.70000076,0,0, Health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,859
OR63,OR,Oregon,37,41,72,1910 ,Measure 10,To Establish a State Normal School at Monmouth, Initiative , General,1,55.59999847,0,0, Education: Higher Ed ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,859
OR64,OR,Oregon,37,41,72,1910 ,Measure 25,Prohibiting Taking of Fish in Rogue River Except With Hook and Line, Initiative , General,1,59.79999924,0,0, Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,859
OR65,OR,Oregon,37,41,72,1910 ,Measure 28,Permitting Counties to Vote Bonds for Permanent Road Improvement, Initiative , General,1,60.90000153,0,0, Bond Measures | Local Government | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,859
OR66,OR,Oregon,37,41,72,1910 ,Measure 16,"For Protection of Laborers in Hazardous Employment, Fixing Employers' Liability, etc.", Initiative , General,1,62.40000153,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,859
OR67,OR,Oregon,37,41,72,1912 ,Measure 15,Creating Office of Hotel Inspector, Initiative , General,0,15.5,0,0, Business & Commerce | State Government ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67,859
OR68,OR,Oregon,37,41,72,1912 ,Measure 13,Creating State Highway Department--Grange Bill, Initiative , General,0,22.20000076,0,0, State Government | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,859
OR69,OR,Oregon,37,41,72,1912 ,Measure 37,Appropriation for University of Oregon, Popular Referendum , General,0,25.60000038,0,0, Budgets | Education: Higher Ed ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,859
OR70,OR,Oregon,37,41,72,1912 ,Measure 36,Appropriation for University of Oregon, Popular Referendum , General,0,27.20000076,0,0, Budgets | Education: Higher Ed ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,859
OR71,OR,Oregon,37,41,72,1912 ,Measure 32,Statewide Single Tax with Graduated Tax Provision, Initiative , General,0,27.79999924,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,859
OR72,OR,Oregon,37,41,72,1912 ,Measure 9,Creating Cascade County, Initiative , General,0,27.89999962,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72,859
OR73,OR,Oregon,37,41,72,1912 ,Measure 20,State Road Bonding Act, Initiative , General,0,29,0,0, Bond Measures | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,859
OR74,OR,Oregon,37,41,72,1912 ,Measure 31,Abolishing Senate; Proxy Voting; U'Rren Constitution, Initiative , General,0,30.39999962,0,0, Civil & Constitutional Law | Legislatures ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,859
OR75,OR,Oregon,37,41,72,1912 ,Measure 6,Majority Rule on Constitutional Amendments, Legislative Referendum , General,0,31.89999962,0,0, Elections-Initiative Process ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,859
OR76,OR,Oregon,37,41,72,1912 ,Measure 14,Changing Date State Printer Bill Becomes Effective, Initiative , General,0,33.29999924,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,859
OR77,OR,Oregon,37,41,72,1912 ,Measure 11,Majority Rule on Initiated Laws, Initiative , General,0,34.20000076,0,0, Elections-Initiative Process ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,859
OR78,OR,Oregon,37,41,72,1912 ,Measure 28,Revising Inheritance Tax Laws, Initiative , General,0,37.70000076,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,859
OR79,OR,Oregon,37,41,72,1912 ,Measure 30,County Road Bonding Act, Initiative , General,0,37.79999924,0,0, Bond Measures | Local Government | Transportation ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,79,859
OR80,OR,Oregon,37,41,72,1912 ,Measure 27,Tax Exemption on Moneys and Credits, Initiative , General,0,39,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,859
OR81,OR,Oregon,37,41,72,1912 ,Measure 33,Abolishing Capital Punishment, Initiative , General,0,39.40000153,0,0, Criminal Justice ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,859
OR82,OR,Oregon,37,41,72,1912 ,Measure 24,Providing Method for Consolidating Cities and Creating New Counties, Initiative , General,0,41.40000153,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,859
OR83,OR,Oregon,37,41,72,1912 ,Measure 22,County Bonding Act, Initiative , General,0,42,0,0, Bond Measures | Local Government ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,859
OR84,OR,Oregon,37,41,72,1912 ,Measure 35,"Prohibits Use of Public Streets, Parks and Grounds in Cities over 5,000 Without Permit", Initiative , General,0,43.90000153,0,0, Civil & Constitutional Law | Local Government ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,859
OR85,OR,Oregon,37,41,72,1912 ,Measure 2,Creating Office of Lieutenant Governor, Legislative Referendum , General,0,45.09999847,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,859
OR86,OR,Oregon,37,41,72,1912 ,Measure 34,Prohibits Boycotts and Pickets, Initiative , General,0,45.09999847,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86,859
